OrderCode,ProductCode,TechSpecsFeatSysModel,Processor,Operating System,Memory,Hard Drive,Display,System_type
XCTOL721412USR,latitude-12-7214-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i3-6100U Processor (3M Cache, 2.30 GHz)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB (1x4GB) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""128GB Mobility Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-graphic-card"",""Label"":""Video Card"",""Value"":""Intel® HD Graphics 520""},{""LearnMoreUrl"":""http://www.dell.com/learn/pr/en/prbsdt1/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""29.5cm (11.6\"") HD (1366x768) Touch Display with Microphone & Camera""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-optical-drives"",""Label"":""Optical Drive\r\n"",""Value"":""No Hot Swap Battery""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Ltd Hware Warranty: Mail-in; Customer supplies box, Dell pays shipping""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Intel® Dual-Band Wireless-AC 8260 (802.11ac 2x2, + Bluetooth 4.2)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""4-cell (56Wh) Lithium Ion Battery""}]}","Intel® Core™ i3-6100U Processor (3M Cache, 2.30 GHz)","Windows 10 Pro 64bit English, French, Spanish",4GB (1x4GB) 2133MHz DDR4 Memory,128GB Mobility Solid State Drive,"29.5cm (11.6"") HD (1366x768) Touch Display with Microphone & Camera",laptop
XCTOL728012USR,latitude-12-7280-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7300U (Dual Core, 2.6GHz, 3M cache, 15W, vPro) supports only Windows 10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB (1x4GB) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""12.5\"" HD (1366 x 768) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch""},{""LearnMoreUrl"":"""",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""None""},{""LearnMoreUrl"":"""",""Label"":"""",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wireless Adapter+ Bluetooth 4.1""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""42 Whr Express Charge Capable (3-cell)""}]}","Intel® Core™ i5-7300U (Dual Core, 2.6GHz, 3M cache, 15W, vPro) supports only Windows 10/Linux","Windows 10 Pro 64bit English, French, Spanish",4GB (1x4GB) 2133MHz DDR4 Memory,M.2 128GB SATA Class 20 Solid State Drive,"12.5"" HD (1366 x 768) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch",laptop
XCTOL728512USR,latitude-12-7285-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7Y57 (Dual Core, up to 3.30 GHz, 4M Cache, 4.5W, vPro) supports only Windows 10""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8G 1866MHz LPDDR3""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""M.2 256GB PCIe NVMe Class 35 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""12.3\"" 2880 x 1920 Anti-Glare,Touch IR Camera & Mic""},{""LearnMoreUrl"":"""",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""None""},{""LearnMoreUrl"":"""",""Label"":"""",""Value"":""No Mobile Broadband""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Intel® Dual-Band Wireless-AC 8265 Wi-Fi + BT 4.2 Wireless Card (2x2)""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""34 Whr Express Charge Capable (2-cell)""},{""LearnMoreUrl"":"""",""Label"":""Dimensions"",""Value"":""1. Height: 23.3mm (0.92\"") <br /> 2. Width: 379.0mm (14.9\"") <br />3. Depth: 255.0mm (10.0\"") <br />Weight: 1.95kg (4.29lbs)<br />Testing Dimension spec""}]}","Intel® Core™ i5-7Y57 (Dual Core, up to 3.30 GHz, 4M Cache, 4.5W, vPro) supports only Windows 10","Windows 10 Pro 64bit English, French, Spanish",8G 1866MHz LPDDR3,M.2 256GB PCIe NVMe Class 35 Solid State Drive,"12.3"" 2880 x 1920 Anti-Glare,Touch IR Camera & Mic",laptop
XCTOL729012USR,latitude-12-7290-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""7th Gen Intel® Core™ i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz)""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB, 1x4GB, 2400MHz DDR4 Memory""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""12.5\"" HD (1366 x 768) Anti-Glare, HD CAM/Mic, WLAN/WWAN capable, Mag Alloy back, Non Touch""},{""LearnMoreUrl"":"""",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Warranty with Onsite/In-Home Service after Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":"""",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wireless Adapter+ Bluetooth 4.1""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""(3-cell) 42 Whr Express Charge Capable""}]}","7th Gen Intel® Core™ i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz)","Windows 10 Pro 64bit English, French, Spanish","4GB, 1x4GB, 2400MHz DDR4 Memory",M.2 128GB SATA Class 20 Solid State Drive,"12.5"" HD (1366 x 768) Anti-Glare, HD CAM/Mic, WLAN/WWAN capable, Mag Alloy back, Non Touch",laptop
XCTOL737013USR,latitude-13-7370-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ m7-6Y75 Processor (4M Cache, up to 3.10 GHz)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64-bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""8GB LPDDR3 1600MHz Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-graphic-card"",""Label"":""Graphics Card"",""Value"":""UMA Graphics""},{""LearnMoreUrl"":""http://www.dell.com/learn/pr/en/prbsdt1/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""13.3\"" QHD+(3200 x 1800)Touch Infinity AG, Corning® Gorilla® Glass,Carbon Fiber,Cam+Mic,WWAN Capable""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Microsoft Office"",""Value"":""Microsoft Office Home and Business 2016""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty<a class=\""technote microcontent\"" rel=\""technotes:warranty-and-onsite-service\"">*</a>"",""Value"":""3 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Intel® Dual-Band Wireless-AC 8260 Wi-Fi + BT 4.1 Wireless Card (2x2)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""4-Cell 34 Whr ExpressCharge Capable Battery""},{""LearnMoreUrl"":"""",""Label"":""Ports"",""Value"":""1 USB 3.0 (Type A)<br />2 Thunderbolt™<br />1 Micro HDMI<br />Universal Jack""},{""LearnMoreUrl"":"""",""Label"":""Slots"",""Value"":""3 M.2 Expansion Slots: 1 SSD 1 WWAN and 1 WLAN/WiGig<br />Lock Slot<br />Optional SmartCard Reader and Touch Fingerprint Reader<br />Micro SIM Card Slot<br />Micro SD 4.0 Memory Card Reader""},{""LearnMoreUrl"":"""",""Label"":""Dimensions"",""Value"":""Height: 0.56\"" (14.32 mm) x Width: 12\"" (304.8 mm) x Depth: 8.3\"" (210.5 mm) <br />Weight: 2.48 lbs (1.12 kg)""},{""LearnMoreUrl"":"""",""Label"":""Regulatory"",""Value"":""Regulatory Model: : P67G<br />Regulatory Type: P67G001<br />ENERGY STAR 6.1<br />EPEAT Registered. For specific country participation and rating, please see <a href=\""http://www.epeat.net\"" target=\""_blank\"">www.epeat.net</a><br />BFR/PVC free<a class=\""technote microcontent\"" rel=\""technotes:dell-latitude-7000-series\"">*</a><br /><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:productsafety-spec\"" target=\""_blank\"">Product Safety, EMC and Environmental Datasheets</a><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:regulatory-spec\"" target=\""_blank\"">Dell Regulatory Compliance Home Page</a><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:environment-spec\"" target=\""_blank\"">Dell and the Environment</a><br />""}]}","Intel® Core™ m7-6Y75 Processor (4M Cache, up to 3.10 GHz)","Windows 10 Pro 64-bit English, French, Spanish",8GB LPDDR3 1600MHz Memory,M.2 128GB SATA Class 20 Solid State Drive,"13.3"" QHD+(3200 x 1800)Touch Infinity AG, Corning® Gorilla® Glass,Carbon Fiber,Cam+Mic,WWAN Capable",laptop
XCTOL738013USR,latitude-13-7380-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7300U (Dual Core, 2.6GHz, 3M cache, 15W, vPro) supports only Windows 10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB (1x4GB) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""13.3\"" FHD (1920 x 1080) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Warranty with Onsite/In-Home Service after Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wireless Adapter+ Bluetooth 4.1""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""42 Whr Express Charge Capable (3-cell)""}]}","Intel® Core™ i5-7300U (Dual Core, 2.6GHz, 3M cache, 15W, vPro) supports only Windows 10/Linux","Windows 10 Pro 64bit English, French, Spanish",4GB (1x4GB) 2133MHz DDR4 Memory,M.2 128GB SATA Class 20 Solid State Drive,"13.3"" FHD (1920 x 1080) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch",laptop
XCTOL738913USR,latitude-13-7389-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7300U Processor (3M Cache, up to 3.50 GHz)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64-bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8G 1866MHz LPDDR3""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""M.2 256GB SATA Class 20 SSD""},{""LearnMoreUrl"":"""",""Label"":""Video Card"",""Value"":""Intel® Core™ i5-7300U (3M Cache, 3.50 GHz, 15W vPro), 8G memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""FHD (1920 X 1080) Touch LCD with Mic/ Camera, WLAN Capable""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Intel® Dual-Band Wireless-AC 8265 Wi-Fi + BT 4.2 Wireless Card (2x2)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""60 Whr ExpressCharge Capable (polymer)""}]}","Intel® Core™ i5-7300U Processor (3M Cache, up to 3.50 GHz)","Windows 10 Pro 64-bit English, French, Spanish",8G 1866MHz LPDDR3,M.2 256GB SATA Class 20 SSD,"FHD (1920 X 1080) Touch LCD with Mic/ Camera, WLAN Capable",laptop
XCTOL7390132N1USR,latitude-13-7390-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-8350U Processor (Quad Core, 6MB Cache, 1.7GHz,15W, vPro)""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB LPDDR3 1866MHz""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""M.2 256GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""13.3\"" FHD 1920 x 1080 Touch with Corning Gorilla Glass,WVA Camera & Microphone, WLAN capable""},{""LearnMoreUrl"":"""",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":"""",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Intel® Dual-Band Wireless-AC 8265 Wi-Fi + BT 4.2 Wireless Card (2x2)""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""4 Cell 60Whr ExpressCharge™ Capable Battery""}]}","Intel® Core™ i5-8350U Processor (Quad Core, 6MB Cache, 1.7GHz,15W, vPro)","Windows 10 Pro 64bit English, French, Spanish",8GB LPDDR3 1866MHz,M.2 256GB SATA Class 20 Solid State Drive,"13.3"" FHD 1920 x 1080 Touch with Corning Gorilla Glass,WVA Camera & Microphone, WLAN capable",laptop
XCTOL739013USR,latitude-13-7390-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""7th Gen Intel® Core™ i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz)""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB, 1x4GB, DDR4 2400MHz Memory""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""13.3\"" FHD 1920 x 1080 Anti-Glare, Non Touch, HD CAM/Mic, WLAN/WWAN capable, Mag Alloy back""},{""LearnMoreUrl"":"""",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Warranty with Onsite/In-Home Service after Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":"""",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wireless Adapter+ Bluetooth 4.1""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""(3-cell) 42 Whr Express Charge Capable""}]}","7th Gen Intel® Core™ i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz)","Windows 10 Pro 64bit English, French, Spanish","4GB, 1x4GB, DDR4 2400MHz Memory",M.2 128GB SATA Class 20 Solid State Drive,"13.3"" FHD 1920 x 1080 Anti-Glare, Non Touch, HD CAM/Mic, WLAN/WWAN capable, Mag Alloy back",laptop
XCTOL741414USR,latitude-14-7414-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i3-6100U Processor (3M Cache, 2.30 GHz)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Professional 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB (1x4GB) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""128GB Mobility Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-graphic-card"",""Label"":""Video Card"",""Value"":""Intel® HD Graphics 520""},{""LearnMoreUrl"":""http://www.dell.com/learn/pr/en/prbsdt1/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""14.0\"" HD (1366x768) Outdoor-Readable Resistive Touchscreen, Webcam with Privacy Shutter and Mic""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-optical-drives"",""Label"":""Optical Drive\r\n"",""Value"":""No Optical Drive or Hot-Swap Bridge Battery""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Ltd Hware Warranty: Mail-in; Customer supplies box, Dell pays shipping""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Intel® Dual-Band Wireless-AC 8260 Wi-Fi + BT 4.2 Wireless Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""6-cell (65Wh) Lithium Ion Battery""}]}","Intel® Core™ i3-6100U Processor (3M Cache, 2.30 GHz)","Windows 10 Professional 64bit English, French, Spanish",4GB (1x4GB) 2133MHz DDR4 Memory,128GB Mobility Solid State Drive,"14.0"" HD (1366x768) Outdoor-Readable Resistive Touchscreen, Webcam with Privacy Shutter and Mic",laptop
